"Symbiota_ID","Collection","Collector","Genus","Species","State_Province","County","Latitude","Longitude","Elevation","Year","Month","Day","doy","Annual_Precip","Annual_Temp","Max_Fall","Min_Fall","Mean_Fall","Precip_Fall","SPI_Year","SPI_Summer","SPI_Summer_Prior","Leaves","Colored_Leaves","Leaf_Area_Removed","Other_Pathogen_Damage"
15241232,"NY","H. A. Gleason","Acer","rubrum","Delaware","New Castle",39.5657,-75.6751,17,1940,6,11,163,1120.35,11.29166667,26.5,0.9,13.66666667,200.58,0.506349506,-0.408569555,0.738554866,1,1,0,0
15322291,"DOV",NA,"Acer","rubrum","Delaware","New Castle",39.5657,-75.6751,17,1915,4,6,96,1055.47,12.40833333,25.2,1.6,13.9,97.3,0.069497684,0.771124662,-0.238640181,1,0,1,0
14419533,"DOV",NA,"Acer","rubrum","Delaware","New Castle",39.5657,-75.6751,17,1897,3,17,76,1123.25,11.9,24.6,5,13.76666667,222.11,0.525875867,0.477288454,-0.791618684,1,0,0,0
15322306,"DOV",NA,"Acer","rubrum","Delaware","New Castle",39.5657,-75.6751,17,1934,4,12,102,1150.67,12.05,26.4,0.9,13.5,160.63,0.710500974,0.117098871,1.882442536,0,0,0,0
15322375,"DOV",NA,"Acer","rubrum","Delaware","New Castle",39.5657,-75.6751,17,1965,4,13,103,671.31,12.21666667,26.4,2.7,13.6,166.34,-2.517139121,-1.061583862,-1.549321623,0,0,0,0
14419535,"DOV","FCH","Acer","rubrum","Delaware","New Castle",39.5657,-75.6751,17,1925,4,27,117,859.81,12.65833333,22.9,2.3,13.03333333,202.08,-1.247925674,-0.728198614,0.224821956,1,0,0,1
14419534,"DOV",NA,"Acer","rubrum","Delaware","New Castle",39.5657,-75.6751,17,1930,4,11,101,665.9,12.95,26.7,3.8,13.7,286.13,-2.553565883,-1.50683928,-1.008986675,0,0,0,0
15322291,"DOV",NA,"Acer","rubrum","Delaware","New Castle",39.5657,-75.6751,17,1915,4,6,96,1055.47,12.40833333,25.2,1.6,13.9,97.3,0.069497684,0.771124662,-0.238640181,0,0,0,0
15709232,"FLAS",NA,"Acer","rubrum","District of Columbia","District of Columbia",38.894,-76.9882,11,1977,6,24,175,951.65,14.36666667,26.2,1,13.13333333,360.58,-0.538186479,-0.411288532,-0.691018985,1,0,0,0
15580558,"MARY",NA,"Acer","saccharum","District of Columbia","District of Columbia",38.894,-76.9882,11,1963,10,11,284,997.26,13.36666667,24.7,5.6,15.43333333,275.67,-0.231640045,0.521734488,-1.651547969,1,1,1,0
15580559,"MARY",NA,"Acer","rubrum","District of Columbia","District of Columbia",38.894,-76.9882,11,1963,10,5,278,997.26,13.36666667,24.7,5.6,15.43333333,275.67,-0.231640045,0.521734488,-1.651547969,1,1,1,1
15009501,"NY","R. A. Evers","Acer","saccharum","Illinois","Adams",39.9788,-91.1866,220,1940,8,26,239,631.25,10.85,29.5,0,14.03333333,88.73,-1.617375389,-0.733678089,1.649138325,1,0,1,1
15210324,"NY","R. A. Evers","Acer","saccharum","Illinois","Adams",39.9788,-91.1866,220,1939,8,16,228,931.39,12.63333333,27.3,0.9,14.76666667,179.68,0.231297421,1.649138325,-0.066632847,1,0,1,0
8755227,"EIU","Ebinger John E.","Acer","rubrum","Illinois","Alexander",37.1528,-89.3477,103,1978,5,14,134,1196.53,13.45,28.2,5.8,15.7,299.14,0.104450942,0.209190258,0.696693699,1,0,1,1
15107555,"NY","G. N. Jones","Acer","saccharum","Illinois","Alexander",37.1528,-89.3477,103,1940,7,5,187,1010.61,13.73333333,NA,NA,NA,0,-0.7832958,-0.686647266,-3.49978188,1,0,1,0
15234727,"NY","G. N. Jones","Acer","saccharum","Illinois","Alexander",37.1528,-89.3477,103,1940,7,5,187,1010.61,13.73333333,NA,NA,NA,0,-0.7832958,-0.686647266,-3.49978188,1,0,1,0
4893100,"EIU","Nyboer R.W.","Acer","saccharum","Illinois","Calhoun",39.1343,-90.6554,159,1977,5,13,133,1048.24,12.19166667,27,-4.7,10.33333333,192.12,0.422639496,0.015985985,-1.496024281,1,0,0,0
13722123,"TENN",NA,"Acer","saccharum","Illinois","Calhoun",39.1343,-90.6554,159,1931,6,11,162,949.99,14.35833333,29.1,1.2,14.46666667,212.81,-0.191774807,-0.602051201,-1.711261112,1,0,1,1
14757004,"NY","G. N. Jones","Acer","saccharum","Illinois","Champaign",40.1363,-88.2017,221,1941,5,17,137,1040.99,12.225,26.1,-0.8,12.83333333,161.45,0.792768891,0.346515679,-0.905881455,1,0,1,0
14868326,"NY","G. N. Jones","Acer","saccharum","Illinois","Champaign",40.1363,-88.2017,221,1940,5,10,131,758.97,10.68333333,NA,NA,NA,0,-1.27745203,-0.905881455,-3.484566404,1,0,1,0
14815785,"NY","G. N. Jones","Acer","saccharum","Illinois","Champaign",40.1363,-88.2017,221,1941,9,14,257,1040.99,12.225,27.2,1.7,14.06666667,418.91,0.792768891,0.346515679,-0.905881455,1,1,1,1
4893092,"EIU","Ebinger John E.","Acer","saccharum","Illinois","Clark",39.323,-87.8036,184,1964,7,30,212,830.29,12.51666667,28.1,2,15.2,100.17,-1.162617155,-0.80001237,-0.154752736,1,0,1,1
4892865,"EIU","John E. Ebinger","Acer","rubrum","Illinois","Clark",39.323,-87.8036,184,1966,9,1,244,1006.69,11.5,25.2,1.2,12.33333333,331.39,0.026520557,-1.38893771,0.53424882,1,1,1,0
8755383,"EIU","Ebinger John E.","Acer","saccharum","Illinois","Clark",39.323,-87.8036,184,1969,9,9,252,1151.12,11.45833333,26.5,-0.6,12.4,305.61,1.000143912,0.892667483,-0.161777954,1,0,1,0
4893086,"EIU","Nyboer R.W.","Acer","saccharum","Illinois","Clark",39.323,-87.8036,184,1974,6,17,168,1254.96,12.13333333,27.3,2.9,15.13333333,249.37,1.700144252,0.489181385,1.829407383,1,0,1,0
4892876,"EIU","John E. Ebinger","Acer","rubrum","Illinois","Clark",39.323,-87.8036,184,1964,7,30,212,830.29,12.51666667,28.1,2,15.2,100.17,-1.162617155,-0.80001237,-0.154752736,1,0,1,1
8791983,"EIU","Nyboer Randy W.","Acer","saccharum","Illinois","Clark",39.323,-87.8036,184,1974,6,25,176,1254.96,12.13333333,27.3,2.9,15.13333333,249.37,1.700144252,0.489181385,1.829407383,1,0,1,1
4893083,"EIU","Ebinger John E.","Acer","saccharum","Illinois","Clay",38.7567,-88.4773,137,1980,10,13,287,797.91,12.45833333,29.6,1.2,13.83333333,221.7,-1.331597443,-0.406904815,1.62166024,1,0,1,1
4892874,"EIU","John E. Ebinger","Acer","rubrum","Illinois","Clay",38.7567,-88.4773,137,1976,7,15,197,737.24,11.85,24.4,3,14,192.95,-1.697354005,-0.73567687,-0.098873367,1,0,1,1
4893081,"EIU","John E. Ebinger","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1964,4,25,116,784.75,12.54166667,27.3,2.6,15.5,109.79,-1.320556667,-1.185087731,-0.068343829,1,0,0,0
8755367,"EIU","Thut Hiram Frederick","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1955,9,15,258,988.78,12.05833333,29.1,-2.1,12.7,344.01,0.116180181,-0.508285012,-0.878979789,1,1,1,1
4893103,"EIU","Mueller S.C.","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1967,9,13,256,1064.72,11.50833333,24.7,0,11.8,224.59,0.650933875,-0.538701657,-1.48588894,1,0,1,0
4893132,"EIU","Fasig Mary Ellen","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1948,10,0,289,1027.9,12.13333333,27.2,2.7,13.46666667,260.02,0.391655089,0.110273067,-0.325914572,1,1,0,0
4893135,"EIU","Berkson B.","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1963,10,1,274,737.15,11.44166667,27.3,2.6,15.5,109.79,-1.655745972,-0.068343829,0.451068929,1,0,0,1
4893097,"EIU","Ebinger John E.","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1964,7,15,197,784.75,12.54166667,27.3,2.6,15.5,109.79,-1.320556667,-1.185087731,-0.068343829,1,0,1,1
4893133,"EIU","Fasig Mary Ellen","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1948,10,0,289,1027.9,12.13333333,27.2,2.7,13.46666667,260.02,0.391655089,0.110273067,-0.325914572,1,1,1,0
4893093,"EIU","Phipps T.","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1967,6,0,166,1064.72,11.50833333,24.5,1.9,12.53333333,311.03,0.650933875,-0.538701657,-1.48588894,1,0,1,1
4893090,"EIU","Mueller S.C.","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1967,9,13,256,1064.72,11.50833333,24.7,0,11.8,224.59,0.650933875,-0.538701657,-1.48588894,1,1,1,0
8755365,"EIU","Moore Bart","Acer","saccharum","Illinois","Coles",39.5297,-88.2167,205,1966,10,1,274,965.74,11.525,24.5,1.9,12.53333333,311.03,-0.04606271,-1.48588894,0.190521238,1,1,1,1
6419206,"DEK","M. Nee","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1980,5,11,132,932.27,9.783333333,24.7,1,12.23333333,137.55,0.390834709,1.202694358,1.636544487,1,1,0,0
4223996,"MOR","Swink FA","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1947,4,26,116,991.69,10.16666667,25.9,1.6,13.6,188.91,0.848406159,-0.165327054,-0.635244422,0,0,0,0
8792149,"EIU","Holeman Bob","Acer","rubrum","Illinois","Cook",41.8129,-87.7536,183,1974,8,23,235,983.53,10.29166667,24.5,1.7,13.66666667,253.35,0.785569016,-0.080524333,-0.735398076,1,0,1,0
4409329,"F:Botany","N. V. Haynie","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1935,4,27,117,1034.78,10.10833333,23.3,3.5,13.13333333,313.97,1.180226318,1.050377343,-1.348392091,0,0,0,0
4220857,"MOR","Evert EF","Acer","rubrum","Illinois","Cook",41.8129,-87.7536,183,1980,7,11,193,932.27,9.783333333,24.7,1,12.23333333,137.55,0.390834709,1.202694358,1.636544487,1,0,1,0
4246510,"MOR","Post T","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1978,9,19,262,936.61,9.35,27.6,1.5,13.13333333,204.11,0.424255444,1.032939876,1.236973138,1,0,0,0
6333966,"DEK","U. Rowlatt","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1980,6,8,160,932.27,9.783333333,24.7,1,12.23333333,137.55,0.390834709,1.202694358,1.636544487,1,0,1,0
4409338,"F:Botany","F. C. Gates","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1905,7,21,202,898.38,9.525,23.6,0.8,12.06666667,134.67,0.129860349,0.322325856,-1.113060812,1,0,1,0
4409337,"F:Botany","R. J. Reich","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1960,6,21,173,814.61,10.15,25.9,-3.2,10.93333333,252.98,-0.515221449,0.006663,0.270758647,1,0,1,0
8791941,"EIU","Holeman Bob","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1974,8,27,239,983.53,10.29166667,24.5,1.7,13.66666667,253.35,0.785569016,-0.080524333,-0.735398076,1,0,1,0
4252833,"MOR","Rowlatt U","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1980,9,21,265,932.27,9.783333333,24.4,1,11.63333333,246.46,0.390834709,1.202694358,1.636544487,1,0,0,0
4249845,"MOR","Swink FA","Acer","rubrum","Illinois","Cook",41.8129,-87.7536,183,1947,4,20,110,991.69,10.16666667,25.9,1.6,13.6,188.91,0.848406159,-0.165327054,-0.635244422,0,0,0,0
4249135,"MOR","Evert EF","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1980,9,10,254,932.27,9.783333333,24.4,1,11.63333333,246.46,0.390834709,1.202694358,1.636544487,1,0,1,0
4254055,"MOR","Rowlatt U","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1980,8,23,236,932.27,9.783333333,24.7,1,12.23333333,137.55,0.390834709,1.202694358,1.636544487,1,0,0,1
4409325,"F:Botany","C. W. Duesner","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1908,10,4,278,897.45,10.76666667,27.5,0.4,13.03333333,130.3,0.122698763,-0.237759608,0.655575216,1,1,1,0
6729059,"UWFP",NA,"Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1974,9,13,256,983.53,10.29166667,22.6,1.6,11.5,170.23,0.785569016,-0.080524333,-0.735398076,1,0,1,1
4409336,"F:Botany","S. F. Glassman","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1960,4,24,115,814.61,10.15,25.9,-3.2,10.93333333,252.98,-0.515221449,0.006663,0.270758647,0,0,0,0
4252832,"MOR","Rowlatt U","Acer","saccharum","Illinois","Cook",41.8129,-87.7536,183,1980,6,8,160,932.27,9.783333333,24.7,1,12.23333333,137.55,0.390834709,1.202694358,1.636544487,1,0,1,0
4893084,"EIU","Phillippe L.","Acer","saccharum","Illinois","Crawford",39.016,-87.7586,163,1971,9,29,272,901.51,12.63333333,27.6,1.8,15.5,154.6,-0.740933327,0.049204827,-3.664243798,1,0,1,1
8755363,"EIU","Phillippe Loy R.","Acer","saccharum","Illinois","Crawford",39.016,-87.7586,163,1972,6,23,175,1073.95,11.93333333,27.6,1.8,15.5,154.6,0.328193856,-0.216693449,0.049204827,1,0,1,1
8792211,"EIU","Phillippe Loy R.","Acer","rubrum","Illinois","Crawford",39.016,-87.7586,163,1980,6,21,173,871.36,11.85833333,26.4,0.7,12.96666667,180.67,-0.927863185,0.634288416,2.822949346,1,0,1,1
6333969,"DEK","J. Henriksen","Acer","saccharum","Illinois","DeKalb",41.8825,-88.7714,265,1971,2,2,33,677.32,9.4,NA,NA,NA,0,-1.169347062,-1.108993631,-3.806292873,0,0,0,0
4244960,"MOR","Greeley G","Acer","saccharum","Illinois","DeKalb",41.8825,-88.7714,265,1978,3,9,68,948.03,8.433333333,23.9,-0.9,10.63333333,273.79,0.968298416,0.920406955,1.207231152,0,0,0,0
6419203,"DEK","Poat","Acer","saccharum","Illinois","DeKalb",41.8825,-88.7714,265,1967,5,17,137,835.21,8.516666667,23.5,-0.6,10.66666667,195.53,0.07742197,-0.263550516,-1.35775252,1,0,0,0
6333964,"DEK","Dale F. Tyk","Acer","saccharum","Illinois","DeKalb",41.8825,-88.7714,265,1971,5,21,141,677.32,9.4,NA,NA,NA,0,-1.169347062,-1.108993631,-3.806292873,1,0,0,1
6417999,"DEK","Carmen Whitaker","Acer","rubrum","Illinois","DeKalb",41.8825,-88.7714,265,1964,5,24,145,810.03,9.291666667,24.1,0.6,13.13333333,120.64,-0.121410409,0.18550774,-0.322825643,1,0,1,0
6333968,"DEK","Louise Lefheit","Acer","saccharum","Illinois","DeKalb",41.8825,-88.7714,265,1965,5,15,135,1034.98,8.666666667,24.2,-0.5,10.63333333,169.05,1.65489394,1.007774561,0.18550774,1,0,1,0
6333967,"DEK","Louise Lefheit","Acer","saccharum","Illinois","DeKalb",41.8825,-88.7714,265,1965,5,15,135,1034.98,8.666666667,24.2,-0.5,10.63333333,169.05,1.65489394,1.007774561,0.18550774,1,0,1,0
6418005,"DEK","Louis Ross","Acer","rubrum","Illinois","DeKalb",41.8825,-88.7714,265,1962,4,25,115,632.06,8.458333333,24.9,-1.4,11.33333333,469.9,-1.526739971,-0.811494292,-0.357660316,0,0,0,0
6419204,"DEK","Carmen Whitaker","Acer","saccharum","Illinois","DeKalb",41.8825,-88.7714,265,1964,5,19,140,810.03,9.291666667,24.1,0.6,13.13333333,120.64,-0.121410409,0.18550774,-0.322825643,1,0,1,0
6419208,"DEK","Keith Copeland","Acer","saccharum","Illinois","DeKalb",41.8825,-88.7714,265,1964,5,25,146,810.03,9.291666667,24.1,0.6,13.13333333,120.64,-0.121410409,0.18550774,-0.322825643,1,0,1,0
8755366,"EIU","Ebinger John E.","Acer","saccharum","Illinois","Douglas",39.7637,-88.2205,195,1972,7,30,212,1054.09,11.25,28.1,0.9,15.13333333,162.37,0.826515433,-0.191700331,0.5152596,1,0,1,0
15096208,"NY","G. S. Winterringer","Acer","saccharum","Illinois","Douglas",39.7637,-88.2205,195,1946,7,31,212,1014.75,13.03333333,25.7,0.8,12.73333333,309.24,0.533098302,0.617793767,0.44821803,1,0,0,0
14800274,"NY","T. J. Delendick","Acer","saccharum","Illinois","Du Page",41.8389,-88.091,228,1975,8,0,227,1007.69,9.825,23.1,-0.3,10.56666667,176.72,1.057364308,0.613589578,0.098217634,1,0,1,0
6333332,"DEK","Ehorn-Wolken","Acer","rubrum","Illinois","DuPage",41.8389,-88.091,228,1966,6,1,152,845.43,9.05,22.8,-0.5,11.36666667,235.81,-0.210990096,-1.174632577,0.945224037,1,0,1,1
4211467,"MOR","Kammerer E","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1935,3,10,69,997.38,9.333333333,23,2.1,12.16666667,324,0.976773072,0.854379309,-0.881179235,1,0,1,0
4409324,"F:Botany","M. Humphrey","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1972,5,16,137,1219.74,8.716666667,26.9,-1.6,13.23333333,135.18,2.714917318,3.48478037,-0.592407104,1,0,1,0
6418010,"DEK","T. Martin","Acer","rubrum","Illinois","DuPage",41.8389,-88.091,228,1963,4,7,97,699.64,9.2,23.6,-0.1,11.6,107.57,-1.35060176,-0.26442984,-0.586848167,0,0,0,0
6418008,"DEK","E.L.K.","Acer","rubrum","Illinois","DuPage",41.8389,-88.091,228,1937,4,19,109,805.85,9.316666667,24.6,-2.5,10.96666667,351.19,-0.520379146,0.166680328,-0.932087392,0,0,0,0
4211472,"MOR","Kammerer E","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1965,6,30,181,1044.7,9.666666667,25,0.9,11.6,161.89,1.346664176,0.945224037,0.145029732,1,0,1,0
4409340,"F:Botany","F. A. Crane & F. A. Swink","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1971,10,12,285,715.79,9.95,26.9,-1.6,13.23333333,135.18,-1.224360396,-0.592407104,-4.01700467,1,0,1,1
4409326,"F:Botany","L. M. Umbach","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1898,4,22,112,1096.23,9.333333333,28.6,-1.8,12.4,124.99,1.749464018,0.782698284,-0.881179235,1,0,0,0
4409326,"F:Botany","L. M. Umbach","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1898,5,4,124,1096.23,9.333333333,28.6,-1.8,12.4,124.99,1.749464018,0.782698284,-0.881179235,0,0,0,0
4409333,"F:Botany","B. T. Gault","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1899,6,1,152,760.28,9.408333333,25,-3.5,10.16666667,287.98,-0.876590845,-0.369610774,0.782698284,1,0,1,0
6419209,"DEK","Ehorn-Wolken","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1966,6,1,152,845.43,9.05,22.8,-0.5,11.36666667,235.81,-0.210990096,-1.174632577,0.945224037,1,0,1,0
4409334,"F:Botany","B. T. Gault","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1899,6,1,152,760.28,9.408333333,25,-3.5,10.16666667,287.98,-0.876590845,-0.369610774,0.782698284,1,0,1,1
4211469,"MOR","Kammerer E","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1936,10,1,275,874.25,9.408333333,24.6,-2.5,10.96666667,351.19,0.014290158,-0.932087392,0.854379309,1,1,0,0
4211479,"MOR","Teuscher H","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1924,8,4,217,881.46,8.358333333,23.8,0.6,11.1,263.75,0.070649305,2.298532542,-0.501123512,1,0,0,0
6419211,"DEK","Ehorn-Wolken","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1966,6,1,152,845.43,9.05,22.8,-0.5,11.36666667,235.81,-0.210990096,-1.174632577,0.945224037,1,0,0,0
6417996,"DEK","Ehorn-Wolken","Acer","rubrum","Illinois","DuPage",41.8389,-88.091,228,1966,6,1,152,845.43,9.05,22.8,-0.5,11.36666667,235.81,-0.210990096,-1.174632577,0.945224037,1,1,1,1
4409331,"F:Botany","B. T. Gault","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1899,6,1,152,760.28,9.408333333,25,-3.5,10.16666667,287.98,-0.876590845,-0.369610774,0.782698284,1,0,1,0
4211436,"MOR","Kammerer E","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1935,10,1,274,997.38,9.333333333,25.1,-0.7,10.9,242.42,0.976773072,0.854379309,-0.881179235,1,1,0,1
4211468,"MOR","Eickhorst W","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1937,5,7,127,805.85,9.316666667,24.6,-2.5,10.96666667,351.19,-0.520379146,0.166680328,-0.932087392,0,0,0,0
6419210,"DEK","Ehorn-Wolken","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1966,6,1,152,845.43,9.05,22.8,-0.5,11.36666667,235.81,-0.210990096,-1.174632577,0.945224037,1,1,1,0
4409332,"F:Botany","B. T. Gault","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1899,6,1,152,760.28,9.408333333,25,-3.5,10.16666667,287.98,-0.876590845,-0.369610774,0.782698284,1,0,1,0
4211471,"MOR","Teuscher H","Acer","saccharum","Illinois","DuPage",41.8389,-88.091,228,1923,5,13,133,842.06,9.858333333,27.1,2,13.13333333,220.97,-0.237332721,-0.501123512,-2.016372619,1,0,0,0
8791936,"EIU","Ebinger John E.","Acer","saccharum","Illinois","Edgar",39.6827,-87.7497,210,1966,8,25,237,1002.19,11.20833333,25.6,1.9,13.5,200.23,0.17408647,-1.264467402,0.53752497,1,0,1,0
8791931,"EIU","Ebinger John E.","Acer","saccharum","Illinois","Edgar",39.6827,-87.7497,210,1965,9,26,269,994.79,11.93333333,25.6,1.9,13.5,200.23,0.119667289,0.53752497,-0.995405683,1,1,1,1
8755239,"EIU","Ebinger John E.","Acer","rubrum","Illinois","Edwards",38.4138,-88.0564,137,1969,5,6,126,1237.39,12.75,28,3.2,14.3,230.69,0.875134004,1.423044061,-0.269097493,1,0,1,0
4892871,"EIU","Ebinger John E.","Acer","rubrum","Illinois","Edwards",38.4138,-88.0564,137,1967,6,25,176,1098.54,13.03333333,26.2,2.7,13.6,193.92,0.112914921,0.175352911,-1.289137011,1,1,1,0
8755364,"EIU","Ebinger John E.","Acer","saccharum","Illinois","Effingham",39.0658,-88.5834,169,1979,5,28,148,1153.08,10.20833333,27.8,2.8,13.46666667,211.95,0.853472188,1.569017255,0.328136799,1,0,1,0
15069062,"NY","M. Cook","Acer","rubrum","Illinois","Fayette",38.98,-89.0318,153,1895,4,22,112,835.48,11.725,NA,NA,NA,0,-0.817350015,0.093220404,-3.467609957,0,0,0,0
15073446,"NY","M. Cook","Acer","saccharum","Illinois","Fayette",38.98,-89.0318,153,1895,5,6,126,835.48,11.725,NA,NA,NA,0,-0.817350015,0.093220404,-3.467609957,1,0,0,0
8755377,"EIU","Ebinger John E.","Acer","saccharum","Illinois","Fayette",38.98,-89.0318,153,1975,5,20,140,1017.9,12.29166667,22.5,1.9,11.86666667,218.31,0.360909074,-0.066526844,-0.035599567,1,0,1,1
